Item_safety_NodeType_StepSafetyParameters_Status_Code_Secondary,15405,Variable
Item_safety_NodeType_StepSafetyParameters_Checksum2_A_Primary,15406,Variable
Item_safety_NodeType_StepSafetyParameters_Checksum2_B_Primary,15407,Variable
Item_safety_NodeType_StepSafetyParameters_Checksum2_A_Secondary,15408,Variable
Item_safety_NodeType_StepSafetyParameters_Checksum2_B_Secondary,15409,Variable
Item_safety_NodeType_StepSafetyParameters_Command_OpType,15410,Variable
Item_safety_NodeType_StepSafetyParameters_Command_SubOptType,15411,Variable
Items_NodeType_Item3_StepSafetyParameters,15412,Object
Items_NodeType_Item3_StepSafetyParameters_ActivationParam,15413,Method
Items_NodeType_Item3_StepSafetyParameters_Safety_Client_ID,15414,Variable
Items_NodeType_Item3_StepSafetyParameters_Scrambled_GID_A,15415,Variable
Items_NodeType_Item3_StepSafetyParameters_Scrambled_GID_B,15416,Variable
Items_NodeType_Item3_StepSafetyParameters_Freshness_A_Primary,15417,Variable
Items_NodeType_Item3_StepSafetyParameters_Freshness_B_Primary,15418,Variable
Items_NodeType_Item3_StepSafetyParameters_Freshness_A_Secondary,15419,Variable
Items_NodeType_Item3_StepSafetyParameters_Freshness_B_Secondary,15420,Variable
